age,gender,education,county,employment_status,years_experience,job_applications,months_unemployed,unemployment_barrier,description,recommended_intervention
26,Female,Secondary,Nakuru,Unemployed,10,48,20,Skills_Gap,My current skills are outdated for the modern job market in Nakuru,Apprenticeship placement
35,Female,Diploma,Nyeri,Unemployed,10,46,2,Opportunity_Shortage,The job market in Nyeri is saturated with job seekers,Job creation initiative
22,Male,Primary,Machakos,Unemployed,2,47,4,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Entrepreneurship support
27,Female,Diploma,Nyeri,Unemployed,6,7,29,Opportunity_Shortage,Too many graduates are competing for too few positions,Job creation initiative
24,Female,Masters,Machakos,Employed,1,40,20,Resource_Constraints,The cost of living while job hunting is too high,Job search stipend
24,Female,Bachelor,Nairobi,Self-employed,9,16,32,Resource_Constraints,I can't afford the transportation costs for interviews,Startup capital support
18,Male,Primary,Eldoret,Unemployed,14,32,10,Resource_Constraints,I lack resources to continue searching for jobs,Job search stipend
19,Male,Secondary,Nakuru,Unemployed,9,37,16,Skills_Gap,My current skills are outdated for the modern job market in Nakuru,Apprenticeship placement
30,Female,Bachelor,Machakos,Student,3,19,25,Opportunity_Shortage,Too many graduates are competing for too few positions,Gig economy onboarding
31,Male,Secondary,Machakos,Student,13,18,8,Skills_Gap,I lack the technical skills needed for jobs in my field,Digital skills bootcamp
33,Female,Bachelor,Kisumu,Self-employed,14,43,20,Geographic_Barrier,I can't relocate to where the jobs are available,Commuter subsidy
30,Female,Masters,Kakamega,Unemployed,7,22,31,Geographic_Barrier,Remote work options are limited in my field,Commuter subsidy
35,Female,Diploma,Eldoret,Employed,13,44,11,Geographic_Barrier,I can't relocate to where the jobs are available,Commuter subsidy
21,Female,Secondary,Nyeri,Employed,14,7,3,Resource_Constraints,The cost of living while job hunting is too high,Business incubation
27,Female,Masters,Eldoret,Employed,3,42,8,Resource_Constraints,I lack resources to continue searching for jobs,Business incubation
33,Female,Secondary,Eldoret,Unemployed,1,14,10,Opportunity_Shortage,Companies aren't hiring in my field right now,Entrepreneurship support
24,Male,Primary,Mombasa,Employed,13,38,26,Skills_Gap,Companies want experience with technologies I haven't learned,Technical training program
28,Male,Secondary,Nakuru,Unemployed,6,36,22,Skills_Gap,My current skills are outdated for the modern job market in Nakuru,Industry certifications
24,Female,Bachelor,Machakos,Self-employed,6,48,1,Skills_Gap,My education didn't provide practical skills employers need,Technical training program
22,Male,Secondary,Machakos,Student,5,35,11,Geographic_Barrier,Living in Machakos limits my access to job opportunities,Commuter subsidy
19,Male,Secondary,Nakuru,Unemployed,14,24,8,Skills_Gap,I need additional training to qualify for available positions,Technical training program
35,Male,Masters,Machakos,Student,8,43,35,Resource_Constraints,The cost of living while job hunting is too high,Business incubation
31,Male,Secondary,Nakuru,Unemployed,7,12,22,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Entrepreneurship support
23,Female,PhD,Nyeri,Self-employed,3,27,11,Market_Mismatch,There's a disconnect between my education and available jobs,Skill conversion training
18,Female,Diploma,Mombasa,Unemployed,12,14,30,Resource_Constraints,I need financial support to relocate where jobs are available,Job search stipend
22,Female,Primary,Mombasa,Employed,4,6,6,Market_Mismatch,My field of study doesn't have many opportunities locally,Skill conversion training
30,Female,Primary,Kakamega,Self-employed,4,17,16,Skills_Gap,I need additional training to qualify for available positions,Technical training program
21,Female,Bachelor,Nyeri,Self-employed,2,30,35,Opportunity_Shortage,The job market in Nyeri is saturated with job seekers,Public works program
33,Male,Secondary,Eldoret,Unemployed,2,26,34,Market_Mismatch,My Secondary qualification doesn't match what employers want,Skill conversion training
18,Male,Secondary,Mombasa,Unemployed,8,38,32,Skills_Gap,Companies want experience with technologies I haven't learned,Industry certifications
26,Female,Masters,Machakos,Student,12,10,23,Opportunity_Shortage,Too many graduates are competing for too few positions,Gig economy onboarding
27,Male,Bachelor,Mombasa,Employed,9,39,8,Market_Mismatch,The industry I trained for is declining in Kenya,Industry transition program
22,Male,Diploma,Mombasa,Employed,14,18,6,Resource_Constraints,The cost of living while job hunting is too high,Startup capital support
25,Male,Secondary,Nakuru,Employed,12,42,30,Market_Mismatch,There's a disconnect between my education and available jobs,Skill conversion training
18,Female,Primary,Nyeri,Unemployed,5,29,13,Skills_Gap,My current skills are outdated for the modern job market in Nyeri,Apprenticeship placement
24,Female,Primary,Eldoret,Unemployed,13,23,19,Skills_Gap,Companies want experience with technologies I haven't learned,Industry certifications
29,Male,Diploma,Machakos,Unemployed,4,33,0,Opportunity_Shortage,Companies aren't hiring in my field right now,Public works program
25,Female,Secondary,Eldoret,Unemployed,14,40,23,Opportunity_Shortage,Companies aren't hiring in my field right now,Job creation initiative
33,Male,Masters,Nairobi,Unemployed,1,40,20,Opportunity_Shortage,Companies aren't hiring in my field right now,Gig economy onboarding
19,Male,Masters,Machakos,Employed,2,43,30,Geographic_Barrier,Living in Machakos limits my access to job opportunities,Commuter subsidy
31,Male,Primary,Machakos,Employed,8,27,6,Resource_Constraints,I need financial support to relocate where jobs are available,Startup capital support
35,Female,Diploma,Mombasa,Employed,6,19,13,Market_Mismatch,My skills are not valued in the current job market,Skill conversion training
31,Female,Secondary,Kisumu,Student,14,38,33,Resource_Constraints,Starting my own business requires capital I don't have,Transport subsidy
25,Female,Masters,Nyeri,Employed,4,18,28,Opportunity_Shortage,There are very few job openings in Nyeri,Public works program
34,Male,Diploma,Eldoret,Unemployed,9,14,13,Opportunity_Shortage,Too many graduates are competing for too few positions,Public works program
32,Male,Diploma,Nakuru,Self-employed,4,38,11,Resource_Constraints,I need financial support to relocate where jobs are available,Transport subsidy
31,Female,Bachelor,Mombasa,Self-employed,5,3,2,Market_Mismatch,There's a disconnect between my education and available jobs,Alternative career path mentorship
34,Male,Bachelor,Nyeri,Student,1,22,11,Opportunity_Shortage,Too many graduates are competing for too few positions,Public works program
26,Female,Bachelor,Kisumu,Unemployed,5,6,32,Skills_Gap,I lack the technical skills needed for jobs in my field,Digital skills bootcamp
22,Male,Primary,Nairobi,Unemployed,12,48,4,Skills_Gap,My education didn't provide practical skills employers need,Digital skills bootcamp
31,Female,Secondary,Nakuru,Self-employed,1,37,25,Market_Mismatch,My field of study doesn't have many opportunities locally,Industry transition program
26,Male,Secondary,Eldoret,Employed,1,24,35,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Job creation initiative
30,Female,Primary,Nakuru,Self-employed,11,48,1,Skills_Gap,My education didn't provide practical skills employers need,Industry certifications
24,Female,Bachelor,Mombasa,Employed,12,23,15,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Job creation initiative
28,Male,Masters,Machakos,Unpaid work,2,16,1,Opportunity_Shortage,There are very few job openings in Machakos,Job creation initiative
29,Female,Primary,Nakuru,Unemployed,6,22,32,Skills_Gap,I lack the technical skills needed for jobs in my field,Industry certifications
24,Female,Bachelor,Mombasa,Self-employed,3,18,3,Market_Mismatch,The industry I trained for is declining in Kenya,Industry transition program
19,Male,Primary,Nakuru,Unemployed,12,28,30,Skills_Gap,I need additional training to qualify for available positions,Apprenticeship placement
25,Male,Secondary,Nairobi,Self-employed,2,12,18,Resource_Constraints,I need financial support to relocate where jobs are available,Job search stipend
35,Male,Secondary,Kakamega,Student,11,0,2,Market_Mismatch,My Secondary qualification doesn't match what employers want,Industry transition program
35,Male,Bachelor,Kisumu,Student,10,10,23,Skills_Gap,I need additional training to qualify for available positions,Digital skills bootcamp
18,Male,Diploma,Machakos,Unpaid work,0,37,10,Skills_Gap,I need additional training to qualify for available positions,Digital skills bootcamp
35,Male,Diploma,Nairobi,Employed,11,16,29,Skills_Gap,My current skills are outdated for the modern job market in Nairobi,Apprenticeship placement
22,Female,Masters,Kakamega,Employed,8,14,22,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Job creation initiative
24,Female,Secondary,Nakuru,Employed,3,14,24,Market_Mismatch,My skills are not valued in the current job market,Alternative career path mentorship
29,Male,Secondary,Machakos,Self-employed,13,39,10,Resource_Constraints,The cost of living while job hunting is too high,Transport subsidy
31,Female,Primary,Nairobi,Employed,6,16,23,Geographic_Barrier,There's an urban-rural divide in job availability,Relocation support
19,Female,Secondary,Mombasa,Student,11,4,19,Resource_Constraints,Starting my own business requires capital I don't have,Business incubation
19,Male,Primary,Nairobi,Unemployed,9,39,11,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Entrepreneurship support
26,Male,Diploma,Eldoret,Employed,1,42,18,Resource_Constraints,I can't afford the transportation costs for interviews,Business incubation
18,Male,Diploma,Machakos,Self-employed,5,1,8,Market_Mismatch,My Diploma qualification doesn't match what employers want,Industry transition program
29,Male,Secondary,Mombasa,Unemployed,0,48,26,Market_Mismatch,My skills are not valued in the current job market,Industry transition program
26,Female,Masters,Kisumu,Unpaid work,12,36,23,Market_Mismatch,The industry I trained for is declining in Kenya,Skill conversion training
34,Female,Diploma,Machakos,Unemployed,1,24,35,Skills_Gap,My education didn't provide practical skills employers need,Apprenticeship placement
30,Female,Diploma,Kakamega,Employed,6,29,18,Skills_Gap,My current skills are outdated for the modern job market in Kakamega,Digital skills bootcamp
27,Male,Bachelor,Nakuru,Unemployed,4,11,0,Opportunity_Shortage,Companies aren't hiring in my field right now,Entrepreneurship support
26,Female,PhD,Kisumu,Employed,10,25,23,Opportunity_Shortage,There are very few job openings in Kisumu,Gig economy onboarding
29,Female,Bachelor,Nakuru,Unemployed,6,1,18,Geographic_Barrier,Remote work options are limited in my field,Satellite office placement
18,Female,Diploma,Kakamega,Self-employed,1,23,32,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Entrepreneurship support
33,Female,Diploma,Nairobi,Unemployed,9,8,23,Geographic_Barrier,Jobs in my field are only available far from where I live,Satellite office placement
32,Male,Secondary,Eldoret,Unemployed,4,44,23,Skills_Gap,I need additional training to qualify for available positions,Apprenticeship placement
18,Female,Bachelor,Mombasa,Employed,13,18,0,Market_Mismatch,The industry I trained for is declining in Kenya,Industry transition program
27,Male,Secondary,Kisumu,Student,5,10,31,Geographic_Barrier,There's an urban-rural divide in job availability,Relocation support
22,Male,Diploma,Kisumu,Unemployed,12,26,4,Market_Mismatch,There's a disconnect between my education and available jobs,Industry transition program
18,Female,Bachelor,Kakamega,Employed,10,31,34,Resource_Constraints,I need financial support to relocate where jobs are available,Transport subsidy
31,Male,Bachelor,Kisumu,Unemployed,13,23,6,Market_Mismatch,There's a disconnect between my education and available jobs,Career redirection counseling
31,Female,Primary,Kisumu,Employed,12,43,3,Skills_Gap,Companies want experience with technologies I haven't learned,Apprenticeship placement
30,Male,Secondary,Nakuru,Self-employed,3,3,20,Resource_Constraints,The cost of living while job hunting is too high,Transport subsidy
23,Male,Primary,Kakamega,Employed,4,5,8,Resource_Constraints,I need financial support to relocate where jobs are available,Startup capital support
30,Female,Primary,Kakamega,Unemployed,7,8,3,Skills_Gap,My current skills are outdated for the modern job market in Kakamega,Technical training program
31,Female,Diploma,Nakuru,Unemployed,6,44,4,Market_Mismatch,My skills are not valued in the current job market,Skill conversion training
33,Female,Bachelor,Mombasa,Unemployed,14,20,7,Market_Mismatch,There's a disconnect between my education and available jobs,Career redirection counseling
19,Male,Secondary,Eldoret,Unemployed,7,12,15,Skills_Gap,I need additional training to qualify for available positions,Digital skills bootcamp
24,Female,Masters,Eldoret,Unpaid work,2,3,19,Skills_Gap,My education didn't provide practical skills employers need,Industry certifications
23,Male,Bachelor,Nakuru,Employed,5,20,0,Opportunity_Shortage,Companies aren't hiring in my field right now,Gig economy onboarding
30,Male,Bachelor,Nairobi,Employed,6,10,12,Geographic_Barrier,There's an urban-rural divide in job availability,Relocation support
24,Female,Bachelor,Kisumu,Unemployed,9,15,16,Skills_Gap,Companies want experience with technologies I haven't learned,Apprenticeship placement
26,Female,Secondary,Kakamega,Unemployed,1,44,15,Skills_Gap,My education didn't provide practical skills employers need,Technical training program
26,Female,Bachelor,Nairobi,Self-employed,2,32,11,Resource_Constraints,I lack resources to continue searching for jobs,Job search stipend
18,Male,Diploma,Machakos,Employed,7,41,11,Geographic_Barrier,Remote work options are limited in my field,Satellite office placement
31,Female,Secondary,Eldoret,Unemployed,4,14,23,Skills_Gap,I need additional training to qualify for available positions,Industry certifications
25,Male,Secondary,Mombasa,Unemployed,12,35,19,Skills_Gap,My education didn't provide practical skills employers need,Technical training program
19,Female,Secondary,Kisumu,Student,9,47,32,Skills_Gap,Companies want experience with technologies I haven't learned,Apprenticeship placement
26,Female,Secondary,Machakos,Self-employed,7,14,22,Market_Mismatch,My skills are not valued in the current job market,Career redirection counseling
29,Female,Masters,Mombasa,Employed,2,35,28,Market_Mismatch,My Masters qualification doesn't match what employers want,Alternative career path mentorship
34,Male,Secondary,Kakamega,Unemployed,14,41,11,Skills_Gap,Companies want experience with technologies I haven't learned,Industry certifications
19,Male,Bachelor,Mombasa,Self-employed,6,32,26,Resource_Constraints,Starting my own business requires capital I don't have,Job search stipend
32,Female,Secondary,Kakamega,Employed,14,38,6,Skills_Gap,Companies want experience with technologies I haven't learned,Apprenticeship placement
22,Male,Diploma,Nyeri,Self-employed,11,9,10,Resource_Constraints,I lack resources to continue searching for jobs,Startup capital support
18,Female,Secondary,Machakos,Student,5,25,22,Market_Mismatch,My field of study doesn't have many opportunities locally,Skill conversion training
30,Male,Diploma,Machakos,Unemployed,13,16,16,Geographic_Barrier,Remote work options are limited in my field,Relocation support
23,Female,Primary,Machakos,Unemployed,11,33,29,Opportunity_Shortage,There are very few job openings in Machakos,Job creation initiative
31,Male,Secondary,Machakos,Employed,12,37,0,Resource_Constraints,Starting my own business requires capital I don't have,Transport subsidy
32,Male,Secondary,Mombasa,Self-employed,2,30,23,Resource_Constraints,Starting my own business requires capital I don't have,Startup capital support
28,Male,Masters,Nairobi,Unemployed,6,35,19,Market_Mismatch,The industry I trained for is declining in Kenya,Skill conversion training
34,Female,Primary,Eldoret,Employed,14,18,24,Market_Mismatch,My skills are not valued in the current job market,Industry transition program
35,Male,Masters,Kisumu,Unemployed,11,37,30,Market_Mismatch,The industry I trained for is declining in Kenya,Industry transition program
25,Male,PhD,Nairobi,Employed,3,42,7,Skills_Gap,My education didn't provide practical skills employers need,Technical training program
25,Female,Bachelor,Eldoret,Unemployed,9,44,30,Resource_Constraints,I can't afford the transportation costs for interviews,Transport subsidy
27,Female,Diploma,Kakamega,Student,12,34,12,Opportunity_Shortage,Companies aren't hiring in my field right now,Gig economy onboarding
20,Male,Primary,Mombasa,Unemployed,3,10,28,Skills_Gap,I need additional training to qualify for available positions,Digital skills bootcamp
33,Male,Masters,Mombasa,Unemployed,0,42,20,Market_Mismatch,My field of study doesn't have many opportunities locally,Alternative career path mentorship
21,Male,Secondary,Kakamega,Self-employed,11,36,3,Resource_Constraints,I need financial support to relocate where jobs are available,Business incubation
33,Male,Secondary,Kakamega,Employed,13,13,16,Market_Mismatch,My skills are not valued in the current job market,Career redirection counseling
27,Female,Bachelor,Kisumu,Unpaid work,11,24,4,Resource_Constraints,The cost of living while job hunting is too high,Startup capital support
30,Female,Primary,Eldoret,Unemployed,3,33,14,Resource_Constraints,I can't afford the transportation costs for interviews,Startup capital support
19,Male,Diploma,Nairobi,Unemployed,2,33,8,Skills_Gap,My education didn't provide practical skills employers need,Industry certifications
30,Male,Primary,Nairobi,Self-employed,0,22,0,Resource_Constraints,The cost of living while job hunting is too high,Job search stipend
19,Male,Diploma,Mombasa,Employed,12,32,22,Skills_Gap,I need additional training to qualify for available positions,Digital skills bootcamp
26,Female,Bachelor,Kisumu,Employed,6,34,34,Opportunity_Shortage,The job market in Kisumu is saturated with job seekers,Gig economy onboarding
19,Male,Primary,Kisumu,Unemployed,1,7,27,Skills_Gap,I lack the technical skills needed for jobs in my field,Technical training program
35,Female,Primary,Eldoret,Student,0,16,17,Skills_Gap,My current skills are outdated for the modern job market in Eldoret,Industry certifications
30,Male,Diploma,Nairobi,Unemployed,7,46,8,Resource_Constraints,The cost of living while job hunting is too high,Job search stipend
18,Male,Bachelor,Mombasa,Unemployed,5,25,23,Skills_Gap,I need additional training to qualify for available positions,Industry certifications
32,Female,Secondary,Nairobi,Unemployed,13,37,28,Market_Mismatch,My Secondary qualification doesn't match what employers want,Career redirection counseling
31,Male,Bachelor,Eldoret,Employed,9,49,17,Market_Mismatch,My field of study doesn't have many opportunities locally,Career redirection counseling
23,Female,Primary,Nyeri,Employed,7,8,33,Opportunity_Shortage,Too many graduates are competing for too few positions,Public works program
23,Male,Diploma,Nairobi,Employed,9,5,27,Market_Mismatch,My skills are not valued in the current job market,Alternative career path mentorship
21,Male,Diploma,Kisumu,Employed,4,31,20,Skills_Gap,I need additional training to qualify for available positions,Apprenticeship placement
31,Male,Masters,Eldoret,Employed,13,3,27,Geographic_Barrier,Remote work options are limited in my field,Remote work opportunity
27,Female,Diploma,Eldoret,Student,14,12,11,Opportunity_Shortage,The job market in Eldoret is saturated with job seekers,Job creation initiative
19,Female,Bachelor,Kakamega,Employed,0,25,25,Market_Mismatch,There's a disconnect between my education and available jobs,Alternative career path mentorship
34,Female,Secondary,Kakamega,Employed,5,24,31,Resource_Constraints,Starting my own business requires capital I don't have,Startup capital support
25,Male,Secondary,Machakos,Employed,4,26,5,Opportunity_Shortage,Companies aren't hiring in my field right now,Public works program
26,Male,Diploma,Mombasa,Employed,9,28,9,Geographic_Barrier,Living in Mombasa limits my access to job opportunities,Relocation support
28,Female,Secondary,Kakamega,Unemployed,1,23,18,Skills_Gap,Companies want experience with technologies I haven't learned,Industry certifications
35,Female,Masters,Nairobi,Unemployed,0,16,16,Market_Mismatch,My skills are not valued in the current job market,Alternative career path mentorship
29,Male,Diploma,Machakos,Employed,2,31,27,Geographic_Barrier,There's an urban-rural divide in job availability,Remote work opportunity
32,Male,Diploma,Nakuru,Employed,2,25,15,Resource_Constraints,I can't afford the transportation costs for interviews,Transport subsidy
25,Female,Bachelor,Kakamega,Employed,11,0,5,Opportunity_Shortage,Companies aren't hiring in my field right now,Public works program
22,Male,Diploma,Eldoret,Self-employed,14,18,4,Opportunity_Shortage,Too many graduates are competing for too few positions,Gig economy onboarding
26,Male,Masters,Kakamega,Employed,13,25,17,Skills_Gap,I need additional training to qualify for available positions,Digital skills bootcamp
34,Male,Secondary,Kakamega,Self-employed,1,45,10,Resource_Constraints,Starting my own business requires capital I don't have,Startup capital support
30,Female,Bachelor,Machakos,Employed,6,18,24,Skills_Gap,I need additional training to qualify for available positions,Industry certifications
32,Male,Secondary,Machakos,Employed,3,42,1,Resource_Constraints,Starting my own business requires capital I don't have,Startup capital support
18,Female,Secondary,Nyeri,Employed,8,16,5,Skills_Gap,My current skills are outdated for the modern job market in Nyeri,Technical training program
32,Female,Secondary,Nakuru,Self-employed,4,43,22,Geographic_Barrier,Remote work options are limited in my field,Satellite office placement
20,Male,Secondary,Nairobi,Unemployed,4,13,25,Skills_Gap,I lack the technical skills needed for jobs in my field,Apprenticeship placement
21,Male,Secondary,Kisumu,Self-employed,1,18,9,Skills_Gap,I need additional training to qualify for available positions,Technical training program
25,Male,Bachelor,Mombasa,Unemployed,1,33,28,Opportunity_Shortage,The job market in Mombasa is saturated with job seekers,Gig economy onboarding
28,Female,Diploma,Nyeri,Unpaid work,4,23,28,Market_Mismatch,There's a disconnect between my education and available jobs,Skill conversion training
18,Female,Bachelor,Machakos,Unpaid work,2,7,17,Opportunity_Shortage,There are very few job openings in Machakos,Entrepreneurship support
28,Female,Secondary,Kisumu,Unemployed,14,15,20,Resource_Constraints,I can't afford the transportation costs for interviews,Startup capital support
20,Female,Bachelor,Eldoret,Unemployed,11,27,13,Opportunity_Shortage,Companies aren't hiring in my field right now,Entrepreneurship support
20,Female,Masters,Eldoret,Unemployed,0,25,29,Resource_Constraints,Starting my own business requires capital I don't have,Startup capital support
33,Male,Secondary,Nairobi,Employed,5,21,10,Skills_Gap,I need additional training to qualify for available positions,Industry certifications
25,Female,Primary,Eldoret,Unemployed,11,43,5,Skills_Gap,My education didn't provide practical skills employers need,Digital skills bootcamp
28,Male,Secondary,Machakos,Self-employed,11,33,23,Skills_Gap,I lack the technical skills needed for jobs in my field,Technical training program
27,Male,Bachelor,Kisumu,Unpaid work,1,24,24,Resource_Constraints,I lack resources to continue searching for jobs,Transport subsidy
29,Male,Secondary,Machakos,Employed,1,6,3,Geographic_Barrier,There's an urban-rural divide in job availability,Relocation support
22,Male,Secondary,Nakuru,Unemployed,6,21,10,Resource_Constraints,I lack resources to continue searching for jobs,Startup capital support
23,Female,Bachelor,Kakamega,Employed,10,44,28,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Entrepreneurship support
28,Male,Primary,Kisumu,Unemployed,9,47,14,Skills_Gap,I need additional training to qualify for available positions,Industry certifications
26,Male,Bachelor,Mombasa,Unemployed,11,34,21,Opportunity_Shortage,Too many graduates are competing for too few positions,Public works program
19,Male,Bachelor,Mombasa,Employed,6,19,26,Resource_Constraints,I lack resources to continue searching for jobs,Business incubation
18,Female,Diploma,Kakamega,Employed,4,22,26,Geographic_Barrier,There's an urban-rural divide in job availability,Satellite office placement
22,Male,Secondary,Eldoret,Unemployed,14,42,35,Resource_Constraints,I lack resources to continue searching for jobs,Job search stipend
18,Female,Secondary,Nairobi,Employed,12,13,24,Opportunity_Shortage,Companies aren't hiring in my field right now,Public works program
28,Female,Primary,Machakos,Unemployed,7,30,11,Skills_Gap,Companies want experience with technologies I haven't learned,Technical training program
25,Male,Secondary,Nairobi,Unemployed,5,9,20,Geographic_Barrier,Jobs in my field are only available far from where I live,Satellite office placement
30,Male,Secondary,Kisumu,Self-employed,13,0,8,Resource_Constraints,The cost of living while job hunting is too high,Startup capital support
19,Female,Masters,Kakamega,Employed,7,25,14,Geographic_Barrier,Jobs in my field are only available far from where I live,Commuter subsidy
27,Male,Diploma,Nyeri,Student,12,16,6,Skills_Gap,My current skills are outdated for the modern job market in Nyeri,Digital skills bootcamp
29,Male,Bachelor,Mombasa,Unemployed,5,2,7,Market_Mismatch,My Bachelor qualification doesn't match what employers want,Career redirection counseling
19,Male,Masters,Machakos,Unemployed,11,27,16,Skills_Gap,Companies want experience with technologies I haven't learned,Digital skills bootcamp
21,Male,Diploma,Kakamega,Unemployed,13,39,3,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Job creation initiative
30,Female,Secondary,Nyeri,Unemployed,5,17,6,Geographic_Barrier,Jobs in my field are only available far from where I live,Commuter subsidy
32,Male,Diploma,Eldoret,Unemployed,3,38,34,Opportunity_Shortage,There are very few job openings in Eldoret,Entrepreneurship support
21,Male,Bachelor,Mombasa,Self-employed,7,5,3,Market_Mismatch,My Bachelor qualification doesn't match what employers want,Alternative career path mentorship
34,Male,Secondary,Kakamega,Self-employed,7,30,15,Skills_Gap,My education didn't provide practical skills employers need,Apprenticeship placement
22,Male,Bachelor,Machakos,Unemployed,14,48,22,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Entrepreneurship support
25,Female,Secondary,Kakamega,Unemployed,0,30,31,Opportunity_Shortage,There are very few job openings in Kakamega,Job creation initiative
30,Female,Bachelor,Nakuru,Unemployed,4,13,26,Opportunity_Shortage,The job market in Nakuru is saturated with job seekers,Public works program
23,Male,Bachelor,Nyeri,Unemployed,4,6,17,Resource_Constraints,Starting my own business requires capital I don't have,Transport subsidy
21,Male,Primary,Kakamega,Employed,1,28,20,Skills_Gap,My education didn't provide practical skills employers need,Industry certifications
34,Male,Primary,Nairobi,Employed,1,26,5,Resource_Constraints,Starting my own business requires capital I don't have,Startup capital support
23,Male,Diploma,Nakuru,Employed,14,4,19,Opportunity_Shortage,Companies aren't hiring in my field right now,Entrepreneurship support
30,Male,Bachelor,Eldoret,Self-employed,12,34,30,Geographic_Barrier,Jobs in my field are only available far from where I live,Commuter subsidy
24,Female,Secondary,Nakuru,Unemployed,5,47,33,Skills_Gap,My current skills are outdated for the modern job market in Nakuru,Technical training program
35,Male,Diploma,Nyeri,Unemployed,11,17,2,Market_Mismatch,The industry I trained for is declining in Kenya,Skill conversion training
18,Female,PhD,Kakamega,Self-employed,8,20,11,Geographic_Barrier,There's an urban-rural divide in job availability,Satellite office placement
34,Male,Bachelor,Nyeri,Unemployed,6,47,26,Opportunity_Shortage,Too many graduates are competing for too few positions,Gig economy onboarding
27,Female,Diploma,Machakos,Unemployed,12,7,30,Market_Mismatch,My field of study doesn't have many opportunities locally,Alternative career path mentorship
34,Male,Secondary,Machakos,Student,7,46,31,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Gig economy onboarding
29,Female,Secondary,Mombasa,Employed,14,30,29,Resource_Constraints,I need financial support to relocate where jobs are available,Transport subsidy
35,Male,Secondary,Machakos,Unpaid work,10,24,0,Market_Mismatch,There's a disconnect between my education and available jobs,Industry transition program
20,Female,Primary,Machakos,Unemployed,7,21,16,Opportunity_Shortage,There are very few job openings in Machakos,Gig economy onboarding
34,Male,Secondary,Mombasa,Unemployed,11,3,29,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Gig economy onboarding
35,Male,Bachelor,Nyeri,Unemployed,14,23,16,Opportunity_Shortage,Too many graduates are competing for too few positions,Entrepreneurship support
25,Female,Secondary,Eldoret,Employed,14,11,18,Geographic_Barrier,Jobs in my field are only available far from where I live,Commuter subsidy
24,Male,Bachelor,Nyeri,Self-employed,1,2,5,Skills_Gap,My current skills are outdated for the modern job market in Nyeri,Technical training program
18,Male,Secondary,Machakos,Employed,8,19,5,Geographic_Barrier,Jobs in my field are only available far from where I live,Satellite office placement
24,Female,Secondary,Eldoret,Employed,6,18,5,Opportunity_Shortage,Too many graduates are competing for too few positions,Job creation initiative
35,Male,Bachelor,Nyeri,Student,9,46,17,Resource_Constraints,I need financial support to relocate where jobs are available,Business incubation
30,Male,Bachelor,Mombasa,Employed,4,5,21,Skills_Gap,I need additional training to qualify for available positions,Digital skills bootcamp
34,Female,Secondary,Nairobi,Unemployed,10,49,13,Opportunity_Shortage,Companies aren't hiring in my field right now,Entrepreneurship support
31,Female,Diploma,Kisumu,Unemployed,4,24,31,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Entrepreneurship support
22,Male,Diploma,Kakamega,Unemployed,5,13,23,Opportunity_Shortage,There are very few job openings in Kakamega,Job creation initiative
31,Female,Secondary,Nyeri,Employed,11,22,12,Opportunity_Shortage,The job market in Nyeri is saturated with job seekers,Job creation initiative
18,Female,Bachelor,Mombasa,Unemployed,5,16,34,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Entrepreneurship support
26,Female,Secondary,Nairobi,Unemployed,2,32,29,Skills_Gap,I lack the technical skills needed for jobs in my field,Industry certifications
20,Male,Bachelor,Machakos,Employed,3,7,0,Skills_Gap,Companies want experience with technologies I haven't learned,Industry certifications
29,Female,Bachelor,Kisumu,Self-employed,12,27,23,Skills_Gap,My current skills are outdated for the modern job market in Kisumu,Apprenticeship placement
18,Male,Secondary,Nyeri,Unemployed,2,16,20,Skills_Gap,I lack the technical skills needed for jobs in my field,Apprenticeship placement
24,Female,Bachelor,Mombasa,Unemployed,1,23,28,Market_Mismatch,There's a disconnect between my education and available jobs,Industry transition program
32,Female,Masters,Nairobi,Self-employed,5,43,33,Market_Mismatch,My Masters qualification doesn't match what employers want,Alternative career path mentorship
24,Female,Primary,Kakamega,Unemployed,6,28,21,Opportunity_Shortage,Too many graduates are competing for too few positions,Entrepreneurship support
32,Female,Secondary,Eldoret,Unemployed,3,35,23,Opportunity_Shortage,The job market in Eldoret is saturated with job seekers,Gig economy onboarding
33,Female,Masters,Kisumu,Unemployed,11,2,31,Market_Mismatch,My skills are not valued in the current job market,Career redirection counseling
24,Male,Secondary,Kakamega,Unpaid work,8,43,7,Skills_Gap,Companies want experience with technologies I haven't learned,Industry certifications
19,Male,Diploma,Nairobi,Employed,5,14,4,Resource_Constraints,I can't afford the transportation costs for interviews,Business incubation
